CVEGEO,Estatus,CVE_ENT,NOM_ENT,NOM_ABR,CVE_MUN,NOM_MUN,CVE_LOC,NOM_LOC,AMBITO,LATITUD,LONGITUD,LAT_DECIMAL,LON_DECIMAL,ALTITUD,CVE_CARTA,POB_TOTAL,POB_MASCULINA,POB_FEMENINA,TOTAL DE VIVIENDAS HABITADAS
"090130192","","09","Ciudad de Mexico","CDMX","013","Xochimilco","0192","Quinta Patricia","R","19°12´45.137"N","099°05´15.068"W","19.21253800","-99.08751900","2602","E14A49","0","0","0","0"
"090130193","","09","Ciudad de Mexico","CDMX","013","Xochimilco","0193","El Potrero (Bosques de la Paz)","R","19°12´44.866"N","099°05´28.680"W","19.21246300","-99.09130000","2554","E14A49","38","18","20","11"
"090130195","","09","Ciudad de Mexico","CDMX","013","Xochimilco","0195","Paraje Tepanyecac","R","19°13´19.612"N","099°03´05.600"W","19.22211400","-99.05155600","2441","E14A49","58","36","22","16"
"090130196","","09","Ciudad de Mexico","CDMX","013","Xochimilco","0196","Tepepula","R","19°13´40.973"N","099°07´32.690"W","19.22804700","-99.12574700","2380","E14A49","48","27","21","12"
"090130197","","09","Ciudad de Mexico","CDMX","013","Xochimilco","0197","La Angostura","R","19°15´43.448"N","099°04´31.824"W","19.26206900","-99.07550600","2232","E14A39","21","12","9","7"
"090130198","","09","Ciudad de Mexico","CDMX","013","Xochimilco","0198","Sihuatlixpa","R","19°11´56.346"N","099°06´41.704"W","19.19898500","-99.11158400","2660","E14A49","25","12","13","8"
"090130201","","09","Ciudad de Mexico","CDMX","013","Xochimilco","0201","Cuatixi","R","19°13´36.699"N","099°04´32.454"W","19.22686000","-99.07568100","2492","E14A49","53","29","24","17"
"090130202","","09","Ciudad de Mexico","CDMX","013","Xochimilco","0202","Paraje Zacapa","R","19°13´02.899"N","099°05´21.911"W","19.21747100","-99.08941900","2549","E14A49","865","426","439","236"
"090130203","","09","Ciudad de Mexico","CDMX","013","Xochimilco","0203","Santa Catarina (Piedra Blanca)","R","19°12´51.392"N","099°04´47.661"W","19.21427600","-99.07990500","2612","E14A49","54","28","26","13"
"090130204","","09","Ciudad de Mexico","CDMX","013","Xochimilco","0204","Huepaltepec","R","19°12´54.857"N","099°04´27.811"W","19.21523800","-99.07439100","2570","E14A49","55","28","27","12"
"090130205","","09","Ciudad de Mexico","CDMX","013","Xochimilco","0205","Tecuanatla (Arenal Papanco)","R","19°13´01.176"N","099°06´28.375"W","19.21699300","-99.10788200","2429","E14A49","137","74","63","37"
"090130206","","09","Ciudad de Mexico","CDMX","013","Xochimilco","0206","Tepepecalachico (Inopilco)","R","19°12´39.611"N","099°06´27.205"W","19.21100300","-99.10755700","2509","E14A49","19","11","8","5"
"090130207","","09","Ciudad de Mexico","CDMX","013","Xochimilco","0207","Rancho la Flor","R","19°12´35.252"N","099°06´05.004"W","19.20979200","-99.10139000","2510","E14A49","2","*","*","2"
"090130208","","09","Ciudad de Mexico","CDMX","013","Xochimilco","0208","Los Cedros (Lienzo Charro el Canuto)","R","19°12´29.830"N","099°06´17.430"W","19.20828600","-99.10484200","2547","E14A49","2","*","*","1"
"090130209","","09","Ciudad de Mexico","CDMX","013","Xochimilco","0209","Tepeclite","R","19°12´16.863"N","099°06´21.575"W","19.20468400","-99.10599300","2605","E14A49","40","23","17","12"
"090130210","","09","Ciudad de Mexico","CDMX","013","Xochimilco","0210","Acalipa","R","19°11´30.392"N","099°07´23.644"W","19.19177500","-99.12323400","2689","E14A49","29","16","13","7"
"090130213","","09","Ciudad de Mexico","CDMX","013","Xochimilco","0213","Ampliacion Bugambilias (Nauhtecpan)","R","19°13´55.937"N","099°08´14.889"W","19.23220400","-99.13746900","2388","E14A49","128","64","64","31"
"090130214","","09","Ciudad de Mexico","CDMX","013","Xochimilco","0214","Tepeyecac (El Arenal)","R","19°13´49.245"N","099°07´31.470"W","19.23034500","-99.12540800","2362","E14A49","139","70","69","43"
"090130215","","09","Ciudad de Mexico","CDMX","013","Xochimilco","0215","Tepexomulco (Kilometro 27.8)","R","19°13´36.279"N","099°07´47.374"W","19.22674400","-99.12982500","2515","E14A49","12","6","6","4"
"090130218","","09","Ciudad de Mexico","CDMX","013","Xochimilco","0218","Ixcuicuilco","R","19°13´15.686"N","099°07´02.437"W","19.22102300","-99.11734300","2382","E14A49","43","21","22","12"
"090130224","","09","Ciudad de Mexico","CDMX","013","Xochimilco","0224","Corralon Policia Federal de Caminos","R","19°14´12.707"N","099°03´16.351"W","19.23686300","-99.05454200","2323","E14A49","14","9","5","3"
"090130226","","09","Ciudad de Mexico","CDMX","013","Xochimilco","0226","Cocopalcuautla","R","19°13´16.411"N","099°02´46.345"W","19.22122500","-99.04620700","2491","E14A49","71","37","34","20"
"090130231","","09","Ciudad de Mexico","CDMX","013","Xochimilco","0231","Tecanco","R","19°13´54.548"N","099°04´19.900"W","19.23181800","-99.07219400","2418","E14A49","355","167","188","90"
"090130232","","09","Ciudad de Mexico","CDMX","013","Xochimilco","0232","Atlaxco","R","19°13´59.768"N","099°04´06.886"W","19.23326800","-99.06857900","2359","E14A49","123","60","63","38"
"090130234","","09","Ciudad de Mexico","CDMX","013","Xochimilco","0234","Barrio Nochicala","R","19°14´41.385"N","099°02´22.943"W","19.24482900","-99.03970600","2379","E14A49","179","82","97","71"
"090130236","","09","Ciudad de Mexico","CDMX","013","Xochimilco","0236","Camino Real a San Pedro","R","19°14´01.037"N","099°03´18.810"W","19.23362100","-99.05522500","2349","E14A49","151","69","82","33"
"090130237","","09","Ciudad de Mexico","CDMX","013","Xochimilco","0237","El Cedral","R","19°12´57.745"N","099°07´04.545"W","19.21604000","-99.11792900","2400","E14A49","28","15","13","7"
"090130238","","09","Ciudad de Mexico","CDMX","013","Xochimilco","0238","La Espejera","R","19°15´44.832"N","099°03´24.945"W","19.26245300","-99.05692900","2228","E14A39","40","23","17","9"
"090130239","","09","Ciudad de Mexico","CDMX","013","Xochimilco","0239","Ahuatitla (Texcopaxuli)","R","19°13´52.973"N","099°03´15.298"W","19.23138100","-99.05424900","2368","E14A49","232","124","108","57"
"090130242","","09","Ciudad de Mexico","CDMX","013","Xochimilco","0242","Atenco (Tlaquilpa)","R","19°15´23.200"N","099°03´17.623"W","19.25644400","-99.05489500","2233","E14A39","47","26","21","15"
"090130243","","09","Ciudad de Mexico","CDMX","013","Xochimilco","0243","Naxayopa","R","19°15´32.060"N","099°03´32.479"W","19.25890600","-99.05902200","2235","E14A39","227","112","115","53"
"090130244","","09","Ciudad de Mexico","CDMX","013","Xochimilco","0244","Coapantitla","R","19°15´24.745"N","099°03´24.033"W","19.25687400","-99.05667600","2233","E14A39","62","33","29","12"
"090130245","","09","Ciudad de Mexico","CDMX","013","Xochimilco","0245","San Martin","R","19°13´55.765"N","099°04´40.511"W","19.23215600","-99.07791900","2432","E14A49","8","*","*","2"
"090130246","","09","Ciudad de Mexico","CDMX","013","Xochimilco","0246","Francisco Villa (Tepejoyuca)","R","19°13´24.803"N","099°04´38.468"W","19.22355600","-99.07735200","2497","E14A49","27","19","8","6"
"090130247","","09","Ciudad de Mexico","CDMX","013","Xochimilco","0247","Tecaxi","R","19°13´34.827"N","099°08´17.328"W","19.22634000","-99.13814600","2400","E14A49","8","*","*","2"
"090130249","","09","Ciudad de Mexico","CDMX","013","Xochimilco","0249","Chililico","R","19°15´55.136"N","099°05´30.230"W","19.26531600","-99.09173000","2233","E14A39","113","56","57","29"
"090130251","","09","Ciudad de Mexico","CDMX","013","Xochimilco","0251","Camino al Panteon (Las Cruces)","R","19°13´17.824"N","099°07´38.581"W","19.22161700","-99.12738300","2453","E14A49","54","29","25","12"
"090130252","","09","Ciudad de Mexico","CDMX","013","Xochimilco","0252","Texopantitla (Chocolines)","R","19°14´35.639"N","099°08´06.820"W","19.24323300","-99.13522700","2358","E14A49","182","82","100","54"
"090130253","","09","Ciudad de Mexico","CDMX","013","Xochimilco","0253","Ilimunxutitla","R","19°11´32.103"N","099°06´30.807"W","19.19225100","-99.10855800","2763","E14A49","71","31","40","19"
"090130254","","09","Ciudad de Mexico","CDMX","013","Xochimilco","0254","Tlacomulco (Kilometro 25.5)","R","19°13´30.243"N","099°08´45.163"W","19.22506700","-99.14587800","2434","E14A49","0","0","0","0"
"090130256","","09","Ciudad de Mexico","CDMX","013","Xochimilco","0256","La Cienega","R","19°16´06.950"N","099°04´19.709"W","19.26859700","-99.07214100","2230","E14A39","4","*","*","1"
"090130257","","09","Ciudad de Mexico","CDMX","013","Xochimilco","0257","Los Pinos (Tecacahuaco)","R","19°14´07.119"N","099°08´24.324"W","19.23531100","-99.14009000","2402","E14A49","341","181","160","88"
"090130258","","09","Ciudad de Mexico","CDMX","013","Xochimilco","0258","Temamatla","R","19°14´09.338"N","099°08´15.966"W","19.23592700","-99.13776800","2388","E14A49","168","88","80","38"
"090130261","","09","Ciudad de Mexico","CDMX","013","Xochimilco","0261","Milahuaytitla","R","19°14´25.833"N","099°02´57.312"W","19.24050900","-99.04925300","2379","E14A49","36","19","17","10"
"090130262","","09","Ciudad de Mexico","CDMX","013","Xochimilco","0262","Nochicala (Pajaritos)","R","19°14´31.277"N","099°02´15.485"W","19.24202100","-99.03763400","2440","E14A49","44","22","22","18"
"090130263","","09","Ciudad de Mexico","CDMX","013","Xochimilco","0263","San Juan Diego (Matlacuaitla)","R","19°14´35.392"N","099°02´39.800"W","19.24316400","-99.04438900","2372","E14A49","62","23","39","21"
"090130264","","09","Ciudad de Mexico","CDMX","013","Xochimilco","0264","Paraje Tlahuiteco","R","19°11´31.420"N","099°07´20.106"W","19.19206100","-99.12225100","2692","E14A49","25","13","12","7"
"090130265","","09","Ciudad de Mexico","CDMX","013","Xochimilco","0265","Moyocalco","R","19°14´59.210"N","099°08´06.932"W","19.24978000","-99.13525900","2300","E14A49","183","85","98","51"
"090130266","","09","Ciudad de Mexico","CDMX","013","Xochimilco","0266","Cuahuticultitla","R","19°13´46.079"N","099°08´30.858"W","19.22946600","-99.14190500","2410","E14A49","135","64","71","30"
"090130267","","09","Ciudad de Mexico","CDMX","013","Xochimilco","0267","Tizilingo","R","19°14´17.000"N","099°05´00.317"W","19.23805500","-99.08342100","2404","E14A49","225","119","106","66"
"090130269","","09","Ciudad de Mexico","CDMX","013","Xochimilco","0269","Bosques de la Paz","R","19°13´55.379"N","099°04´30.838"W","19.23204900","-99.07523200","2425","E14A49","201","98","103","49"
"090130270","","09","Ciudad de Mexico","CDMX","013","Xochimilco","0270","Contlalco","R","19°14´40.550"N","099°07´55.173"W","19.24459700","-99.13199200","2339","E14A49","78","32","46","17"
"090130271","","09","Ciudad de Mexico","CDMX","013","Xochimilco","0271","Tlalmelaca","R","19°15´49.873"N","099°02´14.005"W","19.26385400","-99.03722300","2233","E14A39","116","67","49","28"
"090130273","","09","Ciudad de Mexico","CDMX","013","Xochimilco","0273","Zacazontlipac","R","19°11´49.252"N","099°06´27.275"W","19.19701400","-99.10757600","2671","E14A49","575","283","292","134"
"090130274","","09","Ciudad de Mexico","CDMX","013","Xochimilco","0274","Tepetlatzinco","R","19°13´34.035"N","099°03´28.723"W","19.22612000","-99.05797900","2391","E14A49","12","8","4","5"
"090130275","","09","Ciudad de Mexico","CDMX","013","Xochimilco","0275","El Corazon","R","19°11´55.222"N","099°06´34.869"W","19.19867200","-99.10968600","2660","E14A49","42","24","18","11"
"090130276","","09","Ciudad de Mexico","CDMX","013","Xochimilco","0276","Ocoxochoca","R","19°13´31.919"N","099°08´25.903"W","19.22553200","-99.14052800","2409","E14A49","37","19","18","11"
"090130277","","09","Ciudad de Mexico","CDMX","013","Xochimilco","0277","Texcalatlaco","R","19°14´04.114"N","099°03´07.895"W","19.23447600","-99.05219300","2377","E14A49","32","21","11","12"
"090130278","","09","Ciudad de Mexico","CDMX","013","Xochimilco","0278","Azizicantitla","R","19°13´27.015"N","099°08´33.834"W","19.22417000","-99.14273100","2435","E14A49","95","46","49","25"
"090130279","","09","Ciudad de Mexico","CDMX","013","Xochimilco","0279","Tehuehueyacan","R","19°13´03.362"N","099°03´59.835"W","19.21760000","-99.06662100","2539","E14A49","0","0","0","0"
"090130280","","09","Ciudad de Mexico","CDMX","013","Xochimilco","0280","Duraznotitla (Tlaquilpa)","R","19°15´32.473"N","099°03´11.019"W","19.25902000","-99.05306100","2234","E14A39","10","*","*","2"
"090130281","","09","Ciudad de Mexico","CDMX","013","Xochimilco","0281","Ahuapixititla","R","19°12´31.245"N","099°06´24.936"W","19.20867900","-99.10692700","2540","E14A49","25","16","9","7"
"090130282","","09","Ciudad de Mexico","CDMX","013","Xochimilco","0282","El Corral","R","19°12´28.938"N","099°06´29.620"W","19.20803800","-99.10822800","2545","E14A49","6","4","2","4"
"090130283","","09","Ciudad de Mexico","CDMX","013","Xochimilco","0283","Axomulco","R","19°13´12.255"N","099°03´59.493"W","19.22007000","-99.06652600","2520","E14A49","47","27","20","14"
"090130284","","09","Ciudad de Mexico","CDMX","013","Xochimilco","0284","Oquetzalpa","R","19°13´20.773"N","099°07´00.951"W","19.22243600","-99.11693000","2373","E14A49","75","31","44","19"
"090130285","","09","Ciudad de Mexico","CDMX","013","Xochimilco","0285","Texcalpa","R","19°13´30.243"N","099°08´32.057"W","19.22506700","-99.14223800","2421","E14A49","46","23","23","14"
"090130286","","09","Ciudad de Mexico","CDMX","013","Xochimilco","0286","Acapa","R","19°13´21.009"N","099°02´40.583"W","19.22250200","-99.04460600","2516","E14A49","9","4","5","4"
"090130287","","09","Ciudad de Mexico","CDMX","013","Xochimilco","0287","Ototzingo (Acuario)","R","19°15´22.165"N","099°03´07.367"W","19.25615700","-99.05204600","2233","E14A39","33","17","16","9"
"090130288","","09","Ciudad de Mexico","CDMX","013","Xochimilco","0288","Tlalmenalqui","R","19°15´37.368"N","099°03´23.841"W","19.26038000","-99.05662300","2232","E14A39","7","*","*","2"
"090130289","","09","Ciudad de Mexico","CDMX","013","Xochimilco","0289","Zacatongo","R","19°11´40.753"N","099°07´46.441"W","19.19465300","-99.12956600","2630","E14A49","45","25","20","12"
"090130290","","09","Ciudad de Mexico","CDMX","013","Xochimilco","0290","Ampliacion Tlapanoya Baja","R","19°14´28.019"N","099°08´03.756"W","19.24111600","-99.13437600","2370","E14A49","60","31","29","20"
"090130291","","09","Ciudad de Mexico","CDMX","013","Xochimilco","0291","Ampliacion San Bartolo","R","19°14´06.720"N","099°03´55.344"W","19.23520000","-99.06537300","2393","E14A49","74","40","34","20"
"090130292","","09","Ciudad de Mexico","CDMX","013","Xochimilco","0292","Ampliacion San Martin Caballero","R","19°14´33.713"N","099°03´37.236"W","19.24269800","-99.06034300","2379","E14A49","21","10","11","9"
"090130293","","09","Ciudad de Mexico","CDMX","013","Xochimilco","0293","Techachalictic","R","19°13´00.981"N","099°03´55.432"W","19.21693900","-99.06539800","2557","E14A49","16","9","7","5"
"090130294","","09","Ciudad de Mexico","CDMX","013","Xochimilco","0294","Las Cubetas","R","19°13´28.189"N","099°04´51.573"W","19.22449600","-99.08099200","2491","E14A49","27","15","12","6"
"090130295","","09","Ciudad de Mexico","CDMX","013","Xochimilco","0295","San Sebastian","R","19°15´57.916"N","099°02´22.301"W","19.26608800","-99.03952800","2231","E14A39","27","13","14","8"
"090140001","","09","Ciudad de Mexico","CDMX","014","Benito Juarez","0001","Benito Juarez","U","19°22´19.172"N","099°09´28.272"W","19.37199200","-99.15785300","2238","E14A39","434153","202121","232032","176175"
"090150001","","09","Ciudad de Mexico","CDMX","015","Cuauhtemoc","0001","Cuauhtemoc","U","19°26´29.928"N","099°09´06.781"W","19.44164600","-99.15188400","2230","E14A39","545884","260951","284933","196593"
"090160001","","09","Ciudad de Mexico","CDMX","016","Miguel Hidalgo","0001","Miguel Hidalgo","U","19°24´26.168"N","099°11´26.716"W","19.40726900","-99.19075400","2264","E14A39","414470","195467","219003","146828"
"090170001","","09","Ciudad de Mexico","CDMX","017","Venustiano Carranza","0001","Venustiano Carranza","U","19°25´09.343"N","099°06´49.324"W","19.41926100","-99.11370100","2229","E14A39","443704","210118","233586","135789"
