CVEGEO,Estatus,CVE_ENT,NOM_ENT,NOM_ABR,CVE_MUN,NOM_MUN,CVE_LOC,NOM_LOC,AMBITO,LATITUD,LONGITUD,LAT_DECIMAL,LON_DECIMAL,ALTITUD,CVE_CARTA,POB_TOTAL,POB_MASCULINA,POB_FEMENINA,TOTAL DE VIVIENDAS HABITADAS
"090020001","","09","Ciudad de Mexico","CDMX","002","Azcapotzalco","0001","Azcapotzalco","U","19°29´02.770"N","099°11´03.698"W","19.48410200","-99.18436000","2244","E14A39","432205","204950","227255","134204"
"090030001","","09","Ciudad de Mexico","CDMX","003","Coyoacan","0001","Coyoacan","U","19°21´00.770"N","099°09´43.724"W","19.35021400","-99.16214600","2247","E14A39","614447","289110","325337","191646"
"090040001","","09","Ciudad de Mexico","CDMX","004","Cuajimalpa de Morelos","0001","Cuajimalpa de Morelos","U","19°21´26.461"N","099°17´59.252"W","19.35735000","-99.29979200","2780","E14A39","186693","89078","97615","52530"
"090040010","","09","Ciudad de Mexico","CDMX","004","Cuajimalpa de Morelos","0010","Cruz Blanca","R","19°19´04.026"N","099°19´26.437"W","19.31778400","-99.32401000","2985","E14A39","728","366","362","192"
"090040020","","09","Ciudad de Mexico","CDMX","004","Cuajimalpa de Morelos","0020","San Lorenzo Acopilco","U","19°19´51.617"N","099°19´32.454"W","19.33100400","-99.32568100","2937","E14A39","26042","12626","13416","6627"
"090040050","","09","Ciudad de Mexico","CDMX","004","Cuajimalpa de Morelos","0050","La Venta","R","19°20´03.752"N","099°18´36.766"W","19.33437500","-99.31021300","2863","E14A39","486","216","270","124"
"090040054","","09","Ciudad de Mexico","CDMX","004","Cuajimalpa de Morelos","0054","Puerto las Cruces (Monte las Cruces)","R","19°17´41.500"N","099°20´51.436"W","19.29486100","-99.34762100","3200","E14A38","1233","585","648","323"
"090040055","","09","Ciudad de Mexico","CDMX","004","Cuajimalpa de Morelos","0055","Teopazulco","R","19°20´45.333"N","099°19´23.215"W","19.34592600","-99.32311500","2941","E14A39","80","40","40","23"
"090040056","","09","Ciudad de Mexico","CDMX","004","Cuajimalpa de Morelos","0056","Valle de las Monjas","R","19°20´18.829"N","099°17´35.672"W","19.33856300","-99.29324200","2666","E14A39","108","61","47","32"
"090040057","","09","Ciudad de Mexico","CDMX","004","Cuajimalpa de Morelos","0057","Prolongacion Constitucion","R","19°21´09.542"N","099°19´36.019"W","19.35265100","-99.32667100","2712","E14A39","131","66","65","32"
"090040058","","09","Ciudad de Mexico","CDMX","004","Cuajimalpa de Morelos","0058","Paraje Rio Borracho","R","19°20´57.976"N","099°19´41.652"W","19.34943700","-99.32823600","2696","E14A39","80","36","44","21"
"090040059","","09","Ciudad de Mexico","CDMX","004","Cuajimalpa de Morelos","0059","El Zarco","R","19°17´35.718"N","099°21´15.809"W","19.29325500","-99.35439100","3141","E14A38","24","12","12","9"
"090040060","","09","Ciudad de Mexico","CDMX","004","Cuajimalpa de Morelos","0060","La Bolsa (El Encinal)","R","19°20´20.408"N","099°18´06.266"W","19.33900200","-99.30174100","2783","E14A39","9","*","*","2"
"090040062","","09","Ciudad de Mexico","CDMX","004","Cuajimalpa de Morelos","0062","Los Campesinos [Rancho]","R","19°18´18.001"N","099°20´40.786"W","19.30500000","-99.34466200","3056","E14A38","29","15","14","5"
"090040063","","09","Ciudad de Mexico","CDMX","004","Cuajimalpa de Morelos","0063","Santa Rosa","R","19°19´23.959"N","099°17´42.290"W","19.32332100","-99.29508000","2860","E14A39","818","404","414","204"
"090040064","","09","Ciudad de Mexico","CDMX","004","Cuajimalpa de Morelos","0064","Paraje Cerro de los Padres","R","19°21´51.054"N","099°19´01.120"W","19.36418200","-99.31697700","2846","E14A39","12","*","*","1"
"090040066","","09","Ciudad de Mexico","CDMX","004","Cuajimalpa de Morelos","0066","Santa Laura [Rancho]","R","19°20´36.786"N","099°19´10.138"W","19.34355100","-99.31948200","2723","E14A39","38","25","13","14"
"090040067","","09","Ciudad de Mexico","CDMX","004","Cuajimalpa de Morelos","0067","La Papa [Escuela Niños Heroes]","R","19°20´42.793"N","099°18´46.174"W","19.34522000","-99.31282600","2853","E14A39","4","*","*","1"
"090040068","","09","Ciudad de Mexico","CDMX","004","Cuajimalpa de Morelos","0068","Convento del Desierto de los Leones","R","19°18´49.000"N","099°18´37.000"W","19.31361100","-99.31027800","2977","E14A39","0","0","0","0"
"090040069","","09","Ciudad de Mexico","CDMX","004","Cuajimalpa de Morelos","0069","La Troje","R","19°19´37.118"N","099°19´05.778"W","19.32697700","-99.31827100","2834","E14A39","0","0","0","0"
"090040070","","09","Ciudad de Mexico","CDMX","004","Cuajimalpa de Morelos","0070","Punta Galicia","R","19°22´29.628"N","099°18´12.141"W","19.37489600","-99.30337300","2538","E14A39","438","231","207","119"
"090040071","","09","Ciudad de Mexico","CDMX","004","Cuajimalpa de Morelos","0071","Cola de Pato","R","19°18´13.824"N","099°20´23.850"W","19.30384000","-99.33995800","3128","E14A38","7","*","*","2"
"090040073","","09","Ciudad de Mexico","CDMX","004","Cuajimalpa de Morelos","0073","Los Aguacates","R","19°22´11.647"N","099°18´38.635"W","19.36990100","-99.31073200","2725","E14A39","514","253","261","129"
"090040074","","09","Ciudad de Mexico","CDMX","004","Cuajimalpa de Morelos","0074","Punta Ahuatenco","R","19°22´04.908"N","099°18´20.883"W","19.36802900","-99.30580100","2560","E14A39","173","99","74","43"
"090040075","","09","Ciudad de Mexico","CDMX","004","Cuajimalpa de Morelos","0075","Los Laureles [Rancho]","R","19°19´53.695"N","099°18´07.338"W","19.33158100","-99.30203800","2742","E14A39","5","*","*","2"
"090040077","","09","Ciudad de Mexico","CDMX","004","Cuajimalpa de Morelos","0077","Coatzehuaya","R","19°21´00.103"N","099°19´31.307"W","19.35002900","-99.32536200","2828","E14A39","28","15","13","5"
"090040078","","09","Ciudad de Mexico","CDMX","004","Cuajimalpa de Morelos","0078","La Loma","R","19°19´22.025"N","099°20´07.055"W","19.32278400","-99.33529300","3005","E14A38","4","*","*","1"
"090040079","","09","Ciudad de Mexico","CDMX","004","Cuajimalpa de Morelos","0079","Llanito Redondo","R","19°19´21.032"N","099°20´04.332"W","19.32250800","-99.33453600","2967","E14A38","2","*","*","1"
"090050001","","09","Ciudad de Mexico","CDMX","005","Gustavo A. Madero","0001","Gustavo A. Madero","U","19°28´58.603"N","099°06´48.495"W","19.48294500","-99.11347100","2229","E14A39","1173351","563874","609477","340301"
"090060001","","09","Ciudad de Mexico","CDMX","006","Iztacalco","0001","Iztacalco","U","19°23´45.245"N","099°05´51.406"W","19.39590100","-99.09761200","2233","E14A39","404695","192352","212343","117740"
"090070001","","09","Ciudad de Mexico","CDMX","007","Iztapalapa","0001","Iztapalapa","U","19°21´32.414"N","099°05´33.441"W","19.35900400","-99.09262200","2242","E14A39","1835486","887651","947835","504456"
"090080001","","09","Ciudad de Mexico","CDMX","008","La Magdalena Contreras","0001","La Magdalena Contreras","U","19°18´17.633"N","099°14´29.456"W","19.30489800","-99.24151500","2520","E14A39","246428","117661","128767","67772"
"090080066","","09","Ciudad de Mexico","CDMX","008","La Magdalena Contreras","0066","Manantiales de Monte Alegre","R","19°13´46.850"N","099°16´46.029"W","19.22968000","-99.27945200","3300","E14A49","0","0","0","0"
"090080071","","09","Ciudad de Mexico","CDMX","008","La Magdalena Contreras","0071","Ejido de San Nicolas Totolapan","R","19°15´14.274"N","099°14´43.606"W","19.25396500","-99.24544600","2914","E14A39","15","8","7","6"
"090080075","","09","Ciudad de Mexico","CDMX","008","La Magdalena Contreras","0075","Segundo Dinamo","R","19°17´03.597"N","099°16´28.157"W","19.28433200","-99.27448700","2758","E14A39","10","9","1","6"
"090080079","","09","Ciudad de Mexico","CDMX","008","La Magdalena Contreras","0079","Las Golondrinas","R","19°15´59.233"N","099°14´57.216"W","19.26645400","-99.24922600","2826","E14A39","4","*","*","1"
"090080081","","09","Ciudad de Mexico","CDMX","008","La Magdalena Contreras","0081","Primer Dinamo","R","19°17´20.000"N","099°15´52.000"W","19.28888900","-99.26444400","2671","E14A39","0","0","0","0"
"090080083","","09","Ciudad de Mexico","CDMX","008","La Magdalena Contreras","0083","El Gavillero","R","19°17´13.291"N","099°14´56.833"W","19.28702500","-99.24912000","2608","E14A39","452","218","234","116"
"090080085","","09","Ciudad de Mexico","CDMX","008","La Magdalena Contreras","0085","El Ocotal (La Carbonera)","R","19°17´37.875"N","099°15´45.401"W","19.29385400","-99.26261100","2726","E14A39","23","12","11","12"
"090080086","","09","Ciudad de Mexico","CDMX","008","La Magdalena Contreras","0086","Coapanoaya","R","19°17´09.895"N","099°16´11.040"W","19.28608200","-99.26973300","2719","E14A39","0","0","0","0"
"090080088","","09","Ciudad de Mexico","CDMX","008","La Magdalena Contreras","0088","Totolapan","R","19°16´50.508"N","099°14´45.672"W","19.28069600","-99.24602000","2620","E14A39","334","170","164","88"
"090080089","","09","Ciudad de Mexico","CDMX","008","La Magdalena Contreras","0089","Sehuaya","R","19°16´54.060"N","099°16´25.410"W","19.28168300","-99.27372400","2801","E14A39","5","*","*","2"
"090080090","","09","Ciudad de Mexico","CDMX","008","La Magdalena Contreras","0090","Tercer Dinamo","R","19°16´53.002"N","099°16´42.276"W","19.28138900","-99.27840900","2805","E14A39","0","0","0","0"
"090080092","","09","Ciudad de Mexico","CDMX","008","La Magdalena Contreras","0092","Cuarto Dinamo","R","19°15´59.320"N","099°17´36.456"W","19.26647800","-99.29346000","3060","E14A39","0","0","0","0"
"090080093","","09","Ciudad de Mexico","CDMX","008","La Magdalena Contreras","0093","La Bodega","R","19°16´00.735"N","099°17´14.669"W","19.26687000","-99.28740800","3036","E14A39","0","0","0","0"
"090080094","","09","Ciudad de Mexico","CDMX","008","La Magdalena Contreras","0094","La Campana [Rancho]","R","19°14´56.396"N","099°14´52.445"W","19.24899900","-99.24790100","2919","E14A49","5","*","*","2"
"090080095","","09","Ciudad de Mexico","CDMX","008","La Magdalena Contreras","0095","La Escondida","R","19°14´50.583"N","099°15´15.785"W","19.24738400","-99.25438500","3019","E14A49","0","0","0","0"
"090080096","","09","Ciudad de Mexico","CDMX","008","La Magdalena Contreras","0096","La Polea","R","19°13´45.255"N","099°16´02.061"W","19.22923700","-99.26723900","3273","E14A49","1","*","*","1"
"090080098","","09","Ciudad de Mexico","CDMX","008","La Magdalena Contreras","0098","Valle del Tezontle","R","19°12´57.000"N","099°16´42.000"W","19.21583300","-99.27833300","3428","E14A49","11","*","*","1"
"090080099","","09","Ciudad de Mexico","CDMX","008","La Magdalena Contreras","0099","Albergue Alpino Ajusco","R","19°13´37.644"N","099°16´00.884"W","19.22712300","-99.26691200","3297","E14A49","1","*","*","1"
"090080100","","09","Ciudad de Mexico","CDMX","008","La Magdalena Contreras","0100","Los Cedros","R","19°16´47.102"N","099°15´01.465"W","19.27975000","-99.25040700","2649","E14A39","5","*","*","2"
"090080101","","09","Ciudad de Mexico","CDMX","008","La Magdalena Contreras","0101","Ocotenco (La Loma Cazulco)","R","19°17´34.392"N","099°15´15.889"W","19.29288600","-99.25441400","2657","E14A39","15","11","4","14"
"090080102","","09","Ciudad de Mexico","CDMX","008","La Magdalena Contreras","0102","El Tejocote","R","19°15´50.603"N","099°14´48.147"W","19.26405600","-99.24670700","2775","E14A39","1","*","*","1"
"090080103","","09","Ciudad de Mexico","CDMX","008","La Magdalena Contreras","0103","Paraje Ayla","R","19°15´36.047"N","099°18´04.467"W","19.26001300","-99.30124100","3212","E14A39","0","0","0","0"
"090080104","","09","Ciudad de Mexico","CDMX","008","La Magdalena Contreras","0104","Rancho Viejo","R","19°15´29.664"N","099°15´01.151"W","19.25824000","-99.25032000","2842","E14A39","67","35","32","14"
"090080106","","09","Ciudad de Mexico","CDMX","008","La Magdalena Contreras","0106","Prolongacion Ermitaño","R","19°18´03.091"N","099°16´02.363"W","19.30085900","-99.26732200","2744","E14A39","37","20","17","9"
"090080107","","09","Ciudad de Mexico","CDMX","008","La Magdalena Contreras","0107","Llanos de Acopilco","R","19°16´28.856"N","099°16´48.265"W","19.27468200","-99.28007300","3062","E14A39","2","*","*","2"
"090080108","Baja","09","Ciudad de Mexico","CDMX","008","La Magdalena Contreras","0108","Rincon Eslava","R","19°17´22.894"N","099°15´03.870"W","19.28969200","-99.25107500","2555","E14A39","51","30","21","13"
"090080109","","09","Ciudad de Mexico","CDMX","008","La Magdalena Contreras","0109","La Cañada [Parque]","R","19°17´54.343"N","099°15´10.474"W","19.29842800","-99.25290900","2561","E14A39","1","*","*","1"
"090080111","Baja","09","Ciudad de Mexico","CDMX","008","La Magdalena Contreras","0111","Rancho Chichicaspa","R","19°16´35.681"N","099°14´45.284"W","19.27657700","-99.24591200","2591","E14A39","29","17","12","7"
"090080112","Baja","09","Ciudad de Mexico","CDMX","008","La Magdalena Contreras","0112","Paraje Chichicaspa","R","19°16´32.836"N","099°14´59.943"W","19.27578700","-99.24998400","2596","E14A39","119","68","51","34"
"090080113","","09","Ciudad de Mexico","CDMX","008","La Magdalena Contreras","0113","Meyuca","R","19°17´59.664"N","099°15´58.290"W","19.29990600","-99.26619200","2800","E14A39","6","*","*","2"
"090090001","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0001","Villa Milpa Alta","U","19°11´28.498"N","099°01´24.139"W","19.19124900","-99.02337100","2429","E14A49","18213","8863","9350","4622"
"090090011","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0011","San Antonio Tecomitl","U","19°13´03.134"N","098°59´37.384"W","19.21753700","-98.99371700","2258","E14B41","27768","13478","14290","7221"
"090090015","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0015","San Bartolome Xicomulco","U","19°12´24.334"N","099°04´04.413"W","19.20675900","-99.06789200","2592","E14A49","4933","2351","2582","1331"
"090090017","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0017","San Francisco Tecoxpa","U","19°11´58.014"N","099°00´22.633"W","19.19944800","-99.00628700","2309","E14A49","13919","6806","7113","3613"
"090090024","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0024","San Pablo Oztotepec","U","19°11´14.226"N","099°04´23.337"W","19.18728500","-99.07314900","2716","E14A49","17715","8511","9204","4488"
"090090029","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0029","San Pedro Atocpan","U","19°12´05.894"N","099°02´57.879"W","19.20163700","-99.04941100","2445","E14A49","9234","4529","4705","2342"
"090090033","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0033","San Salvador Cuauhtenco","U","19°11´31.158"N","099°05´23.835"W","19.19198800","-99.08995400","2753","E14A49","16847","8182","8665","4233"
"090090036","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0036","Santa Ana Tlacotenco","U","19°10´33.278"N","098°59´52.083"W","19.17591000","-98.99780100","2613","E14B41","11715","5589","6126","3030"
"090090037","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0037","Cruztitla","R","19°12´53.590"N","099°00´12.610"W","19.21488600","-99.00350300","2308","E14A49","1123","563","560","278"
"090090039","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0039","Atlimeya","R","19°10´00.718"N","099°04´21.795"W","19.16686500","-99.07272000","2913","E14A49","0","0","0","0"
"090090045","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0045","Los Pinos (Totulan)","R","19°11´00.784"N","099°02´06.444"W","19.18355100","-99.03512300","2572","E14A49","57","31","26","17"
"090090046","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0046","Xoctonco","R","19°11´02.584"N","099°05´13.130"W","19.18405100","-99.08698000","2866","E14A49","394","201","193","107"
"090090050","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0050","Cozcatlan","R","19°10´52.254"N","099°01´03.626"W","19.18118100","-99.01767300","2539","E14A49","27","10","17","6"
"090090052","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0052","La Herradura (Septima Curva)","R","19°11´08.198"N","099°03´04.783"W","19.18561000","-99.05132900","2601","E14A49","102","51","51","31"
"090090054","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0054","Zangahco","R","19°10´29.152"N","099°03´48.603"W","19.17476400","-99.06350100","2797","E14A49","72","38","34","18"
"090090056","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0056","Hueycotzingo","R","19°11´28.736"N","099°03´08.648"W","19.19131500","-99.05240200","2547","E14A49","110","51","59","25"
"090090062","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0062","Melhcalhca","R","19°10´21.095"N","099°06´19.523"W","19.17252600","-99.10542300","3057","E14A49","0","0","0","0"
"090090066","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0066","Cuauhtec (El Mirador Santa Ana Tlacotenco)","R","19°09´41.191"N","098°59´24.096"W","19.16144200","-98.99002600","2717","E14B41","16","7","9","3"
"090090067","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0067","La Mora","R","19°11´24.229"N","099°02´05.411"W","19.19006300","-99.03483600","2517","E14A49","182","96","86","44"
"090090068","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0068","Metenco","R","19°12´17.803"N","099°04´51.746"W","19.20494500","-99.08104000","2636","E14A49","464","230","234","130"
"090090072","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0072","Tamasquititla","R","19°10´26.007"N","099°01´26.641"W","19.17389000","-99.02406600","2665","E14A49","11","6","5","4"
"090090074","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0074","San Agustin Xolco","R","19°10´38.166"N","099°00´31.428"W","19.17726800","-99.00873000","2614","E14A49","38","20","18","9"
"090090077","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0077","San Marcos (Tezocotitla)","R","19°10´10.506"N","099°01´34.080"W","19.16958400","-99.02613300","2739","E14A49","195","89","106","54"
"090090081","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0081","Cuyucalco","R","19°10´59.396"N","099°03´35.539"W","19.18316500","-99.05987200","2673","E14A49","120","62","58","34"
"090090082","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0082","Iztahuaca","R","19°11´07.147"N","099°03´32.147"W","19.18531800","-99.05893000","2650","E14A49","84","39","45","22"
"090090083","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0083","Tzotzomaco","R","19°11´53.233"N","099°02´20.738"W","19.19812000","-99.03909400","2494","E14A49","25","11","14","8"
"090090084","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0084","Tlatepexco","R","19°11´44.300"N","099°04´39.925"W","19.19563900","-99.07775600","2627","E14A49","156","66","90","40"
"090090087","Baja","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0087","Lagunilla","R","19°10´54.788"N","099°05´47.024"W","19.18188500","-99.09639500","2914","E14A49","0","0","0","0"
"090090088","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0088","San Paocotitla","R","19°11´11.690"N","099°03´03.366"W","19.18658000","-99.05093500","2591","E14A49","197","113","84","51"
"090090090","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0090","Tlacopac","R","19°10´22.082"N","099°02´26.803"W","19.17280000","-99.04077800","2720","E14A49","110","53","57","28"
"090090092","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0092","Tecolotzitzatzian (Tiapa)","R","19°09´50.620"N","099°02´36.190"W","19.16406100","-99.04338600","2824","E14A49","15","9","6","5"
"090090093","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0093","Tehuitzco","R","19°10´36.452"N","099°05´07.859"W","19.17679200","-99.08551600","2955","E14A49","0","0","0","0"
"090090095","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0095","Tepetlapa","R","19°11´07.803"N","099°00´35.488"W","19.18550100","-99.00985800","2453","E14A49","225","113","112","56"
"090090096","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0096","Tequianquiztunco","R","19°09´58.707"N","099°04´19.828"W","19.16630800","-99.07217400","2915","E14A49","18","8","10","5"
"090090098","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0098","Tetexipezco","R","19°12´07.675"N","099°02´12.275"W","19.20213200","-99.03674300","2451","E14A49","35","19","16","9"
"090090099","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0099","Tetlicuili (El Encinal)","R","19°09´48.505"N","098°58´59.856"W","19.16347400","-98.98329300","2692","E14B41","15","10","5","5"
"090090100","Baja","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0100","Toltecas Parte Alta (Barrio Tenantitla)","R","19°13´10.894"N","099°01´51.410"W","19.21969200","-99.03094700","2554","E14A49","3","*","*","1"
"090090101","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0101","Texcalatlautenco","R","19°12´06.170"N","099°03´31.951"W","19.20171400","-99.05887500","2487","E14A49","40","19","21","9"
"090090102","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0102","Texcayuca (Ojo de Agua)","R","19°09´28.856"N","099°08´46.359"W","19.15801600","-99.14621100","2915","E14A49","0","0","0","0"
"090090103","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0103","Tezompa","R","19°11´19.897"N","099°03´10.804"W","19.18886000","-99.05300100","2575","E14A49","226","105","121","51"
"090090104","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0104","Teziuhtepec","R","19°10´18.954"N","099°04´15.763"W","19.17193100","-99.07104500","2852","E14A49","138","73","65","34"
"090090105","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0105","Tetzumpa","R","19°10´04.220"N","099°04´13.182"W","19.16783800","-99.07032800","2890","E14A49","18","9","9","5"
"090090109","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0109","Tlaxala","R","19°12´10.063"N","099°02´14.696"W","19.20279500","-99.03741500","2446","E14A49","69","38","31","13"
"090090110","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0110","Ahuapapatlapa","R","19°10´17.800"N","099°02´45.127"W","19.17161000","-99.04586800","2770","E14A49","4","*","*","1"
"090090112","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0112","Tetepanco","R","19°12´21.055"N","099°03´16.575"W","19.20584900","-99.05460400","2543","E14A49","153","86","67","33"
"090090113","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0113","Copexalco","R","19°12´50.202"N","099°03´39.451"W","19.21394500","-99.06095900","2575","E14A49","69","30","39","19"
"090090115","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0115","San Jose","R","19°12´23.663"N","099°03´36.406"W","19.20657300","-99.06011300","2586","E14A49","313","160","153","88"
"090090116","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0116","Hueytepetl (Bugambilias)","R","19°11´21.536"N","098°59´24.396"W","19.18931500","-98.99011000","2459","E14B41","249","123","126","63"
"090090117","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0117","Ocoximalipa","R","19°10´26.042"N","099°04´09.447"W","19.17390000","-99.06929000","2830","E14A49","144","72","72","33"
"090090120","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0120","Corralixpa","R","19°10´35.203"N","099°04´35.631"W","19.17644500","-99.07656400","2857","E14A49","245","127","118","60"
"090090124","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0124","El Rancho","R","19°11´28.718"N","099°01´56.009"W","19.19131000","-99.03222400","2479","E14A49","12","*","*","2"
"090090126","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0126","Coyocalli","R","19°11´50.848"N","099°02´11.411"W","19.19745700","-99.03650300","2474","E14A49","44","20","24","10"
"090090129","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0129","Tlapalan","R","19°10´47.170"N","099°00´37.517"W","19.17976900","-99.01042100","2571","E14A49","36","19","17","9"
"090090130","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0130","Retamatitla (Tepehualli)","R","19°10´36.483"N","099°01´16.728"W","19.17680000","-99.02131300","2614","E14A49","1","*","*","1"
"090090131","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0131","Texalco","R","19°11´34.456"N","099°02´07.909"W","19.19290400","-99.03553000","2472","E14A49","157","78","79","37"
"090090134","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0134","Queapilco","R","19°11´24.832"N","099°06´03.759"W","19.19023100","-99.10104400","2779","E14A49","59","31","28","16"
"090090135","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0135","Texococlixpa (Rancho Santa Elena)","R","19°11´00.052"N","099°06´01.193"W","19.18334700","-99.10033100","2878","E14A49","5","*","*","1"
"090090136","Baja","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0136","Cuilotepec","R","19°10´57.972"N","099°05´01.450"W","19.18276900","-99.08373600","2840","E14A49","0","0","0","0"
"090090138","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0138","Barranca Seca (Pozo Ocho)","R","19°12´26.720"N","098°59´50.805"W","19.20742200","-98.99744600","2280","E14B41","265","125","140","66"
"090090139","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0139","Teatlaco","R","19°11´25.320"N","098°59´28.343"W","19.19036600","-98.99120600","2439","E14B41","165","71","94","40"
"090090140","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0140","Tlaloxtoc","R","19°11´48.307"N","098°58´49.972"W","19.19675200","-98.98054700","2334","E14B41","19","8","11","6"
"090090141","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0141","Tezquizco","R","19°12´17.026"N","099°05´09.675"W","19.20472900","-99.08602100","2630","E14A49","11","7","4","3"
"090090142","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0142","Atuzanco","R","19°12´32.832"N","099°03´19.113"W","19.20912000","-99.05530900","2554","E14A49","20","10","10","6"
"090090147","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0147","El Potrero","R","19°12´38.680"N","099°05´35.066"W","19.21074400","-99.09307400","2569","E14A49","23","8","15","8"
"090090148","Baja","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0148","Jalisco","R","19°11´58.927"N","099°02´08.488"W","19.19970200","-99.03569100","2439","E14A49","0","0","0","0"
"090090151","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0151","Miquixpa","R","19°11´14.728"N","099°06´02.834"W","19.18742400","-99.10078700","2820","E14A49","50","23","27","9"
"090090152","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0152","San Lorenzo Tlacoyucan","U","19°10´34.761"N","099°01´53.120"W","19.17632200","-99.03142200","2616","E14A49","4288","2102","2186","1112"
"090090154","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0154","Rinconada del Teoca","R","19°12´32.225"N","099°05´21.701"W","19.20895100","-99.08936100","2602","E14A49","134","67","67","32"
"090090155","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0155","Tepexomulco","R","19°12´16.390"N","099°03´22.178"W","19.20455300","-99.05616100","2516","E14A49","123","65","58","25"
"090090156","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0156","Temoclaluca","R","19°11´44.774"N","099°04´47.964"W","19.19577000","-99.07998900","2645","E14A49","32","21","11","9"
"090090158","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0158","Malacaxco","R","19°11´52.554"N","099°03´54.024"W","19.19793100","-99.06500700","2535","E14A49","314","169","145","75"
"090090159","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0159","Cuatlixco","R","19°11´41.447"N","099°03´49.552"W","19.19484600","-99.06376400","2543","E14A49","13","5","8","3"
"090090161","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0161","Coametzu","R","19°11´18.563"N","099°03´29.103"W","19.18848900","-99.05808400","2619","E14A49","302","154","148","72"
"090090163","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0163","Cuauhtunco","R","19°13´01.534"N","099°02´42.440"W","19.21709200","-99.04512200","2494","E14A49","260","136","124","67"
